datetime,current_mcp,predicted_dam_price,actual_dam_price,error,abs_error,correct_prediction
2019-01-02 01:45:00,1826.7,2274.67724609375,1749.25,-525.42724609375,525.42724609375,False
2019-01-02 02:00:00,1749.37,2274.67724609375,1749.3,-525.37724609375,525.37724609375,False
2019-01-02 02:15:00,1711.25,2274.67724609375,1749.25,-525.42724609375,525.42724609375,True
2019-01-02 02:30:00,1711.55,2274.67724609375,1749.2,-525.47724609375,525.47724609375,True
2019-01-02 02:45:00,1716.65,2274.67724609375,1749.12,-525.5572460937501,525.5572460937501,True
2019-01-02 03:00:00,1749.13,2274.67724609375,1749.01,-525.66724609375,525.66724609375,False
2019-01-02 03:15:00,1749.19,2274.67724609375,1749.13,-525.5472460937499,525.5472460937499,False
2019-01-02 03:30:00,1749.41,2274.67724609375,1749.2,-525.47724609375,525.47724609375,False
2019-01-02 03:45:00,1749.69,2274.67724609375,1749.27,-525.40724609375,525.40724609375,False
2019-01-02 04:00:00,1800.77,2274.67724609375,1749.09,-525.5872460937501,525.5872460937501,False
2019-01-02 04:15:00,1953.88,2274.67724609375,1749.25,-525.42724609375,525.42724609375,False
2019-01-02 04:30:00,1999.68,2274.67724609375,1749.98,-524.69724609375,524.69724609375,False
2019-01-02 04:45:00,1999.59,2278.599609375,1800.12,-478.4796093750001,478.4796093750001,False
2019-01-02 05:00:00,2124.48,2278.599609375,1953.06,-325.53960937500005,325.53960937500005,False
2019-01-02 05:15:00,2270.71,2289.904052734375,1999.15,-290.7540527343749,290.7540527343749,False
2019-01-02 05:30:00,1999.92,2380.8798828125,1899.62,-481.2598828125001,481.2598828125001,False
2019-01-02 05:45:00,2220.99,2278.599609375,1830.87,-447.7296093750001,447.7296093750001,False
2019-01-02 06:00:00,2991.0,2429.552490234375,1999.43,-430.12249023437494,430.12249023437494,True
