datetime,purchase_bid_mw,sell_bid_mw,mcv_mw,volume_mw,mcp,weighted_mcp,demand_national,demand_north,demand_west,demand_east,demand_south,demand_northeast,hour,minute,day_of_week,month,is_weekend,is_peak_hour,mcp_lag1,mcp_lag96,demand_lag1,demand_lag96,mcp_ma4,mcp_ma96,mcp_rollstd96,demand_rollmean96,price_momentum,volatility_idx,grid_stress,price_chg_pct,demand_growth,bid_ask_spread,delhi_temp,delhi_humidity,delhi_windspeed,delhi_precip,delhi_cloudcover,mumbai_temp,mumbai_humidity,mumbai_windspeed,mumbai_precip,mumbai_cloudcover,kolkata_temp,kolkata_humidity,kolkata_windspeed,kolkata_precip,kolkata_cloudcover,chennai_temp,chennai_humidity,chennai_windspeed,chennai_precip,chennai_cloudcover,guwahati_temp,guwahati_humidity,guwahati_windspeed,guwahati_precip,guwahati_cloudcover,solar_proxy,wind_proxy,renewable_proxy
2019-12-11,709585.8,1095698.1,543900.43,543900.43,3245.4478125,3245.4478125,138475.71067708332,37889.73598958333,47049.22182291667,14557.953229166667,37297.659895833334,1681.1397916666667,0,0,2,12,0.0,0.16666666666666666,3245.7432291666664,3228.644895833333,138470.682109375,137385.11567708335,3247.776015625,3260.9217209201393,661.1076123491217,138074.93258680557,-0.2954166666666633,661.1076123491217,1.0027975305870978,0.11418681530315716,0.009344098732568201,-4022.0031249999997,15.730208333333332,70.58854166666667,6.119270833333334,0.0,59.036458333333336,26.106770833333332,77.18229166666667,7.982291666666666,0.0,3.703125,21.697916666666668,74.21354166666667,7.271354166666666,0.004166666666666667,24.869791666666668,25.38854166666667,74.05208333333333,10.753645833333332,0.009895833333333335,48.088541666666664,18.544270833333332,81.07291666666667,4.080208333333333,0.020833333333333332,40.78125,13.640431302083334,7.2413541666666665,11.080800447916666
2019-12-12,711955.5,1142408.1,568115.52,568115.51,3189.9138541666666,3189.9138541666666,135631.59817708333,35624.792916666665,46075.080416666664,14595.308697916667,37751.01338541667,1585.4028645833332,0,0,3,12,0.0,0.16666666666666666,3190.140104166667,3245.4478125,135745.32973958334,138475.71067708332,3189.554140625,3226.6411979166664,741.7049074658958,137937.4620355903,-0.22625000000000295,741.7049074658958,0.9831039623687402,0.11328664659966757,-0.09345145990880242,-4483.881249999999,15.598437500000001,78.48958333333333,13.313541666666666,0.2583333333333333,90.25520833333333,25.596354166666668,73.97916666666667,7.8765624999999995,0.0,23.15625,21.6453125,78.44270833333333,6.486458333333334,0.004166666666666667,27.385416666666668,26.1375,73.27604166666667,11.495312499999999,0.0067708333333333336,43.421875,17.875,81.484375,7.0859375,0.0,66.046875,10.652929739583334,9.2515625,10.09238284375
2019-12-13,724632.5,1230273.7,584739.88,580663.24,3110.9559375000003,3110.9559375000003,128453.55249999999,31436.698281250003,43600.5709375,13908.61828125,37913.527708333335,1594.1353645833333,0,0,4,12,0.0,0.16666666666666666,3110.478958333333,3189.9138541666666,128413.39708333333,135631.59817708333,3109.9073697916665,3119.1225065104168,687.0800247685214,130374.35819715711,0.4769791666666651,687.0800247685214,0.9871021013037135,0.1353289559053282,0.04248407427946247,-5267.095833333334,15.036979166666667,86.6875,12.291145833333333,0.14166666666666666,57.328125,24.654687499999998,77.875,10.765625,0.0,53.380208333333336,22.097916666666666,76.80729166666667,6.0265625,0.0,22.088541666666668,26.101041666666664,80.21875,11.752083333333333,0.16354166666666667,67.80208333333333,18.022395833333334,78.015625,5.654166666666666,0.0,43.515625,10.966250885416665,9.297916666666667,10.298917197916667
2019-12-14,648341.2,1402918.7,534611.38,534611.37,2914.4173958333336,2914.4173958333336,131224.21937500002,34828.91911458333,44377.115572916664,14010.565625000001,36403.39296875,1604.2280208333332,0,0,5,12,1.0,0.16666666666666666,2914.365,3110.9559375000003,131219.74291666667,128453.55249999999,2914.396927083333,3021.2450108506946,614.2958241657584,130477.44929036459,0.052395833333334974,614.2958241657584,1.0052849805491821,0.10203166040575273,0.009337708330367405,-7860.182291666667,12.933333333333332,84.53125,5.010416666666667,0.0,61.916666666666664,24.136979166666666,66.796875,11.973437500000001,0.0,64.29166666666667,22.330729166666668,77.69270833333333,5.356770833333333,0.0,14.802083333333334,25.834374999999998,81.5625,12.825000000000001,0.19895833333333335,77.9375,18.846875,77.89583333333333,4.594270833333334,0.0,12.703125,11.234740520833334,7.951979166666667,9.921635979166666
2019-12-15,551692.1,1312744.7,459832.29,459832.31,2799.2258333333334,2799.2258333333334,126523.29895833333,34371.28640625,42746.25510416667,13962.908072916667,33868.5946875,1574.2540104166667,0,0,6,12,1.0,0.16666666666666666,2801.1997916666664,2914.4173958333336,126579.48450520833,131224.21937500002,2802.2903125,2894.4046961805557,443.457859458151,129608.21042534722,-1.9739583333333333,443.457859458151,0.9763367163402417,-0.03034144529227716,-0.046060709968637197,-7927.631249999999,13.197916666666666,80.28645833333333,8.127083333333333,0.0,12.354166666666666,24.224999999999998,64.84375,11.5859375,0.0,43.067708333333336,21.726041666666664,78.55729166666667,6.963541666666667,0.0,13.697916666666666,26.00208333333333,76.328125,12.970833333333333,0.04895833333333333,96.109375,18.571875000000002,77.421875,4.497916666666667,0.012499999999999999,50.880208333333336,11.738408489583334,8.829062500000001,10.574670093749999
2019-12-16,628297.0,1389148.2,540198.36,540198.36,2825.4170833333333,2825.4170833333333,131925.96703124998,36420.32276041667,43784.97255208334,13705.376979166665,36425.70067708333,1589.5936458333333,0,0,0,12,0.0,0.16666666666666666,2824.1957291666663,2799.2258333333334,131873.08981770833,126523.29895833333,2823.814609375,2755.6331901041667,487.7130314028829,128043.15694281684,1.2213541666666667,487.7130314028829,1.0302092231774131,0.13297182237464863,0.05479651451542114,-7925.533333333333,12.381770833333334,80.08333333333333,10.229687499999999,0.0,1.28125,24.74427083333333,70.55729166666667,10.634375,0.0,49.34375,21.274479166666666,75.19791666666667,7.536458333333333,0.0,20.989583333333332,25.471354166666668,85.31770833333333,13.877604166666666,0.16927083333333334,60.630208333333336,19.632291666666667,79.19270833333333,5.09375,0.004166666666666667,43.739583333333336,13.643702239583334,9.474375,11.975971343749999
2019-12-17,729675.5,1366941.0,617499.48,603100.66,2991.11125,2991.11125,134368.03739583332,37492.007031249996,44073.782031250004,13978.633541666668,37196.929427083334,1626.68453125,0,0,1,12,0.0,0.16666666666666666,2991.1139583333334,2825.4170833333333,134354.85513020834,131925.96703124998,2990.5036197916666,2932.3188812934027,509.98754533037373,133475.8184250217,-0.0027083333333364767,509.98754533037373,1.006384171895141,0.07012165998035504,0.018638897540082067,-6638.182291666667,11.783333333333333,79.59895833333333,10.067187500000001,0.0,10.385416666666666,25.439062500000002,70.69270833333333,10.957812500000001,0.0,19.614583333333332,20.931770833333335,77.86979166666667,7.497916666666666,0.0,42.5625,26.234375,72.05729166666667,18.578645833333333,0.010937500000000001,38.817708333333336,18.423437500000002,78.63541666666667,4.966145833333333,0.0375,22.322916666666668,15.0283125,10.413541666666665,13.182404166666666
2019-12-18,777236.8,1354588.7,611459.3,607546.65,3070.9955208333336,3070.9955208333336,136302.54885416667,38259.04380208333,44311.5478125,14099.727604166668,37941.92369791667,1690.3045312499999,0,0,2,12,0.0,0.16666666666666666,3070.5435416666664,2991.11125,136282.84830729166,134368.03739583332,3070.87890625,3007.5652256944445,621.7360500279658,135160.9485091146,0.4519791666666652,621.7360500279658,1.0083763115820834,0.12311110285967575,0.023554596810434574,-6014.082291666667,11.958333333333334,77.98958333333333,9.283854166666666,0.0,30.697916666666668,25.790625000000002,65.31770833333333,10.492708333333333,0.0,52.380208333333336,18.199479166666666,71.93229166666667,9.535937500000001,0.0,5.192708333333333,26.073958333333334,77.734375,16.3140625,0.051562500000000004,55.932291666666664,17.05364583333333,82.65104166666667,5.83125,0.012499999999999999,33.130208333333336,12.633104218749999,10.2915625,11.69648753125
2019-12-19,759439.4,1302373.4,619958.48,616459.49,3006.144166666667,3006.144166666667,138272.46572916667,38633.89526041666,45225.507135416665,14129.109427083335,38581.64723958333,1702.3065625,0,0,3,12,0.0,0.16666666666666666,3006.8866666666668,3070.9955208333336,138242.922734375,136302.54885416667,3007.0464583333337,3062.0650141059027,696.9792960828132,137325.38435112848,-0.7424999999999979,696.9792960828132,1.0066876277307093,0.053159765594189334,0.03145394642037186,-5655.5625,11.505729166666667,80.06770833333333,5.4750000000000005,0.0,80.54166666666667,25.33385416666667,67.11979166666667,10.047395833333333,0.0,7.385416666666667,15.715625000000001,76.22916666666667,8.863020833333334,0.0,1.9010416666666667,26.410416666666666,71.69791666666667,16.352604166666666,0.010937500000000001,57.260416666666664,17.034895833333334,79.55729166666667,4.959895833333333,0.0,10.098958333333334,13.052383958333332,9.139583333333333,11.487263708333332
2019-12-20,735175.6,1353787.9,613087.91,609951.76,3010.2859375000003,3010.2859375000003,140257.70239583333,39534.87510416667,45833.48244791667,14035.756875,39126.62520833333,1726.9631770833332,0,0,4,12,0.0,0.16666666666666666,3009.4798958333336,3006.144166666667,140258.46015625002,138272.46572916667,3009.3004947916666,2998.5010601128474,634.4945483100438,139498.26944010417,0.8060416666666675,634.4945483100438,1.0052217651164994,0.12278296857155989,0.0054123472022703,-6443.878125,13.086458333333333,78.52083333333333,5.036458333333333,0.0,48.390625,25.233333333333334,70.71875,8.1734375,0.0,50.260416666666664,15.510937499999999,74.75,8.319270833333333,0.0,18.635416666666668,26.14635416666667,72.57291666666667,13.660937500000001,0.0,64.56770833333333,17.709895833333334,78.25520833333333,4.788541666666666,0.0,36.203125,10.998141666666667,7.995729166666667,9.797176666666667
2019-12-21,728573.8,1348035.7,610964.61,608564.0599999999,2956.0916666666667,2956.0916666666667,139042.2184375,39060.985260416666,45725.32114583333,13991.937083333332,38509.42260416666,1754.5528645833335,0,0,5,12,1.0,0.16666666666666666,2957.4171874999997,3010.2859375000003,139048.92140625,140257.70239583333,2957.9894270833333,2989.054769965278,646.6412614495906,139786.62204644099,-1.3255208333333341,646.6412614495906,0.9947392750001041,0.03393631313360334,0.0002681049661611308,-6452.728125000001,13.362499999999999,81.41145833333333,6.216666666666666,0.008333333333333333,61.869791666666664,25.570833333333336,71.47916666666667,8.9234375,0.0,46.109375,16.279166666666665,78.07291666666667,7.4140625,0.0,63.046875,25.9296875,74.6875,12.302083333333334,0.0,86.3125,17.622916666666665,79.86979166666667,4.363020833333333,0.004166666666666667,91.72916666666667,5.857515416666666,7.843854166666667,6.652050916666667
2019-12-22,625939.3,1466296.0,544341.22,544341.21,2711.948229166667,2711.948229166667,135338.44401041666,38214.388697916664,44851.28338541667,13625.6875,36964.246875000004,1682.836875,0,0,6,12,1.0,0.16666666666666666,2714.8547916666666,2956.0916666666667,135367.073515625,139042.2184375,2715.741067708333,2861.5825748697916,575.5992203792595,137470.798257921,-2.906562500000002,575.5992203792595,0.9847437846930868,-0.0102314223844655,-0.019575853506664676,-8753.715624999999,12.507291666666667,83.640625,10.167187499999999,0.0,0.7083333333333334,26.33802083333333,64.74479166666667,9.129166666666666,0.0,57.848958333333336,16.610416666666666,81.02604166666667,6.919270833333333,0.0,9.947916666666666,25.77552083333333,68.44791666666667,11.643229166666666,0.004166666666666667,46.46875,17.175,81.125,4.839583333333334,0.024999999999999998,94.44791666666667,11.341885312499999,8.5396875,10.2210061875
2019-12-23,806844.7,1364115.6,639473.28,636988.51,3007.1419791666667,3007.1419791666667,141070.245,40031.520625,46393.36770833333,13995.166927083332,38911.641927083336,1738.5482291666667,0,0,0,12,0.0,0.16666666666666666,3003.71875,2711.948229166667,141011.97981770834,135338.44401041666,3002.5164322916667,2816.1806976996527,628.8133901256494,137276.04000271266,3.4232291666666677,628.8133901256494,1.0274384245636712,0.28450228169295927,0.055598392077088145,-5804.905208333334,11.776041666666666,81.97395833333333,10.4703125,0.0,12.880208333333334,26.4953125,70.59895833333333,6.683854166666666,0.0,42.5625,17.313541666666666,81.734375,6.8765624999999995,0.0,49.119791666666664,25.3796875,70.43229166666667,11.046875,0.0,61.640625,15.860416666666666,84.07291666666667,2.9416666666666664,0.008333333333333333,69.21875,10.178909375,7.603854166666667,9.148887291666666
2019-12-24,778501.0,1390691.2,654149.3,646497.38,2988.8434374999997,2988.8434374999997,142326.99875,40561.02989583334,46361.103489583336,13943.847604166667,39746.73776041667,1714.2766666666666,0,0,1,12,0.0,0.16666666666666666,2990.9171874999997,3007.1419791666667,142322.46424479166,141070.245,2991.0324479166666,3017.53697374132,672.048594551432,142085.31200086806,-2.073749999999998,672.048594551432,1.0015228117560036,0.0008907866674697229,0.009901174419684843,-6376.98125,9.565624999999999,90.515625,6.248958333333333,0.0,38.161458333333336,26.14375,75.79166666666667,7.252604166666667,0.0,35.348958333333336,17.794791666666665,80.140625,7.236458333333334,0.0,16.598958333333332,25.299479166666668,83.55208333333333,14.083854166666667,0.3666666666666667,89.09375,16.144270833333334,81.22916666666667,3.920833333333333,0.0,59.072916666666664,10.038110260416667,7.748541666666667,9.122282822916667
2019-12-25,731091.8,1482989.4,634814.25,633384.92,2848.0663541666668,2848.0663541666668,141000.36666666667,41127.68130208333,45767.961875,14188.080677083335,38173.328385416666,1743.3148437500001,0,0,2,12,0.0,0.16666666666666666,2848.933854166667,2988.8434374999997,141016.15083333335,142326.99875,2850.449192708333,2913.9599012586805,608.1823378754254,141892.06161892362,-0.867500000000002,608.1823378754254,0.9937897192427846,0.032937326652190624,-0.007650567904876025,-7832.266666666666,8.708333333333334,86.90104166666667,9.722395833333334,0.0,27.625,26.65625,69.69270833333333,12.004166666666668,0.007291666666666666,86.50520833333333,18.808854166666666,79.32291666666667,5.747916666666666,0.0,61.546875,26.093229166666664,72.078125,12.689583333333333,0.05833333333333333,67.546875,16.077604166666667,80.1875,3.880729166666667,0.004166666666666667,42.145833333333336,8.236500364583334,8.808958333333333,8.465483552083333
2019-12-26,788669.4,1433845.8,667033.39,661847.57,2948.308854166667,2948.308854166667,142383.50255208332,42082.76026041667,45107.40317708333,14186.813541666668,39256.83713541667,1749.68953125,0,0,3,12,0.0,0.16666666666666666,2945.88625,2848.0663541666668,142369.94223958332,141000.36666666667,2944.4094270833334,2891.016497395833,594.8737494028398,141114.80228678384,2.4226041666666682,594.8737494028398,1.00912209468258,0.20486983839229678,0.016979392191554532,-6720.587500000001,8.445833333333333,84.38541666666667,11.152083333333332,0.0,2.8333333333333335,25.688541666666666,64.06770833333333,11.6078125,0.030208333333333334,33.104166666666664,17.348958333333332,87.625,6.770833333333333,0.4848958333333333,58.203125,25.070833333333336,74.86458333333333,9.134895833333333,0.0,30.229166666666668,15.606250000000001,79.40104166666667,5.038541666666666,0.004166666666666667,10.630208333333334,13.405469010416667,8.740833333333333,11.539614739583334
2019-12-27,779860.6,1470579.8,671022.64,671022.64,2912.161666666667,2912.161666666667,143110.64020833335,42596.005625,44881.731875,14305.89875,39580.36078125,1746.6429166666667,0,0,4,12,0.0,0.16666666666666666,2911.386979166667,2948.308854166667,143128.70854166665,142383.50255208332,2911.0936979166668,2936.6959765625,533.6239165111696,143057.98400878906,0.7746874999999976,533.6239165111696,1.0001201622998042,0.14703751288495265,-0.00864073889170676,-7194.991666666666,7.258854166666667,87.9375,7.236979166666667,0.0,22.416666666666668,24.19322916666667,69.20833333333333,9.6421875,0.0,54.890625,16.101041666666667,81.88541666666667,9.316145833333334,0.10260416666666666,57.166666666666664,25.09583333333333,72.09895833333333,7.833854166666666,0.0,22.114583333333332,14.85,84.390625,6.751041666666667,0.24583333333333335,39.119791666666664,10.458087760416666,8.156041666666667,9.537269322916666
2019-12-28,741998.0,1482627.3,632405.5599999999,632405.5599999999,2902.8075000000003,2902.8075000000003,141771.33906250002,42236.1953125,44686.555052083335,14334.048385416667,38766.20536458333,1748.3346875,0,0,5,12,1.0,0.16666666666666666,2903.062395833333,2912.161666666667,141751.84703124998,143110.64020833335,2903.244375,2897.9600781249997,545.3778990839274,142097.52415690102,-0.25489583333333066,545.3778990839274,0.9980031981273904,0.06495428433477583,0.022286098564755035,-7714.888541666666,6.6781250000000005,89.98958333333333,6.4828125000000005,0.0,45.078125,24.804166666666664,65.71875,11.393229166666666,0.0,30.171875,15.2203125,77.54166666666667,10.0234375,0.0,1.6927083333333333,25.837500000000002,70.125,11.0140625,0.008333333333333333,32.520833333333336,14.801562500000001,83.33854166666667,5.223958333333333,0.0,0.6354166666666666,13.792208229166667,8.8275,11.8063249375
2019-12-29,620886.6,1589305.0,547775.88,547775.85,2690.6721875,2690.6721875,138454.6975,41310.781875,44089.85651041666,14373.945781249999,36998.265260416665,1681.8475,0,0,6,12,1.0,0.16666666666666666,2692.0116666666668,2902.8075000000003,138499.20213541668,141771.33906250002,2692.5946354166667,2805.613708767361,543.2714126058156,140838.28032009548,-1.339479166666668,543.2714126058156,0.9831726720717096,0.07242019088596402,-0.03201266178641225,-10087.691666666668,7.3062499999999995,86.109375,5.268229166666667,0.0,34.703125,24.748437499999998,68.40625,9.0390625,0.004166666666666667,51.015625,15.502604166666666,76.890625,9.903125000000001,0.0,5.635416666666667,25.3125,77.796875,13.261979166666668,0.059895833333333336,35.807291666666664,14.834375,79.546875,7.571354166666667,0.0,0.25,13.191113906250001,9.008750000000001,11.51816834375
2019-12-30,746352.9,1427729.0,612684.18,612684.17,2930.4170833333333,2930.4170833333333,142567.11166666666,42781.09932291667,45347.09177083333,14690.039479166668,38041.829010416666,1707.0534895833334,0,0,0,12,0.0,0.16666666666666666,2928.515520833333,2690.6721875,142521.76239583333,138454.6975,2927.5956510416668,2780.4871657986114,569.6413153992077,139601.86911024307,1.9015625000000018,569.6413153992077,1.0210999722541005,0.24593682163328245,0.044417026158842764,-7097.667708333333,6.8703125,89.44270833333333,6.797916666666667,0.0,50.609375,23.55677083333333,75.18229166666667,9.831249999999999,0.0,1.9635416666666667,15.551041666666668,79.41145833333333,8.855208333333334,0.0,60.296875,24.972916666666666,81.11979166666667,13.567187500000001,0.12552083333333333,51.114583333333336,15.19375,78.265625,7.131770833333333,0.0,12.166666666666666,11.118333333333332,9.236666666666666,10.365666666666666
