datetime,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh) *,Weighted MCP (Rs/MWh)
2021-04-23,820510.0,1212133.2,701714.95,701714.96,3237.793958333333,3237.793958333333
2021-04-24,750895.4,1241205.4,648971.6,648971.6,3115.6956250000003,3115.6956250000003
2021-04-25,722101.0,1472667.9,630203.14,630203.14,2961.9378125000003,2961.9378125000003
2021-04-26,783775.2,1164674.8,653681.8,653681.8,3358.0916666666667,3358.0916666666667
2021-04-27,804184.7,1011062.7,644862.61,644846.52,3628.6097916666663,3628.6097916666663
2021-04-28,688490.6,1099961.9,574213.85,574213.84,3250.578645833333,3250.578645833333
2021-04-29,806771.9,1083949.1,677043.03,677043.04,3401.20875,3401.20875
2021-04-30,973045.6,951165.2,700210.79,700210.79,3857.5853125,3857.5853125
2021-05-01,700054.8,1139587.4,612384.97,612384.97,3256.2126041666666,3256.2126041666666
2021-05-02,658764.5,1260445.2,589798.16,589798.16,2950.708958333333,2950.708958333333
2021-05-03,765037.0,1208381.3,659893.4,659893.4,3162.8201041666666,3162.8201041666666
2021-05-04,716732.2,1267397.4,612704.32,612704.33,3103.7514583333336,3103.7514583333336
2021-05-05,714471.2,1295307.7,618274.79,618274.78,3050.8375,3050.8375
2021-05-06,642154.3,1340760.7,559681.12,559681.12,2901.9763541666666,2901.9763541666666
2021-05-07,794383.9,1101110.2,669264.8,669264.8,3220.5888541666664,3220.5888541666664
2021-05-08,716002.6,1147709.8,621497.2,621497.19,3087.3676041666663,3087.3676041666663
2021-05-09,663891.8,1230394.8,579602.23,579602.23,2902.043958333333,2902.043958333333
2021-05-10,760778.1,1221262.0,663571.3,663571.3,3051.0863541666663,3051.0863541666663
2021-05-11,692709.2,1390813.1,625680.21,625680.21,2808.3458333333333,2808.3458333333333
2021-05-12,643380.6,1441626.4,586672.91,586672.91,2698.2228125,2698.2228125
2021-05-13,531059.9,1452556.0,487560.33,487560.33,2485.685,2485.685
2021-05-14,678638.1,1437687.1,622665.94,622665.93,2659.5179166666667,2659.5179166666667
2021-05-15,764501.1,1183663.4,654432.64,654432.64,2954.8342708333334,2954.8342708333334
2021-05-16,596610.5,1281546.7,550467.81,550467.81,2666.8475000000003,2666.8475000000003
2021-05-17,634025.5,1172368.3,567602.68,567602.68,2767.106458333333,2767.106458333333
2021-05-18,451997.9,1221538.0,410409.75,410409.75,2557.5440625,2557.5440625
2021-05-19,527472.8,1255912.7,485768.72,485768.71,2604.6246875,2604.6246875
2021-05-20,525309.9,1387548.8,494116.16,494116.16,2255.1621875,2255.1621875
2021-05-21,640067.9,1262565.7,583692.36,583692.36,2699.194375,2699.194375
2021-05-22,480085.1,1266288.6,442059.96,442059.96,2411.3465625,2411.3465625
2021-05-23,556130.7,1297822.1,494417.23,494417.23,2543.4859375,2543.4859375
2021-05-24,598062.9,1218578.6,528643.21,528643.21,2718.640625,2718.640625
2021-05-25,538980.3,1090126.3,465124.76,465124.76,2757.3188541666664,2757.3188541666664
2021-05-26,544786.3,1228553.6,500713.63,500713.62,2565.1507291666667,2565.1507291666667
2021-05-27,609497.8,1226177.8,548926.0,548926.01,2652.7858333333334,2652.7858333333334
2021-05-28,645879.3,1268018.9,567530.13,567530.12,2744.810104166667,2744.810104166667
2021-05-29,623990.5,1098313.5,541450.21,541450.21,2891.916979166667,2891.916979166667
2021-05-30,778185.7,985283.4,556005.35,556005.35,3287.0080208333334,3287.0080208333334
2021-05-31,638561.2,1016706.6,554902.15,554902.15,3220.3344791666664,3220.3344791666664
2021-06-01,690588.2,1085556.2,602278.11,602278.11,3198.095625,3198.095625
2021-06-02,837712.2,1105339.9,691870.46,691870.46,3236.7995833333334,3236.7995833333334
2021-06-03,772759.7,1023861.0,645076.22,645076.22,3331.7161458333335,3331.7161458333335
2021-06-04,845715.3,973011.2,657022.54,657022.54,3589.9830208333333,3589.9830208333333
2021-06-05,820122.1,939567.0,638852.26,638852.26,3781.453125,3781.453125
2021-06-06,567862.4,1024147.7,492373.02999999997,492373.02999999997,2834.195833333333,2834.195833333333
2021-06-07,667796.8,1133146.7,580993.51,580993.51,2899.4290625,2899.4290625
2021-06-08,655796.6,1150225.7,586777.78,586777.78,2709.6139583333334,2709.6139583333334
2021-06-09,629442.1,1092237.9,552114.3,552114.3,2694.0453125,2694.0453125
2021-06-10,617560.2,1206855.8,551749.81,551749.81,2652.2816666666668,2652.2816666666668
2021-06-11,754815.1,1241976.0,616148.06,616148.06,3151.7559375,3151.7559375
2021-06-12,525506.5,1533681.4,490535.74,490535.74,2249.5396875,2249.5396875
2021-06-13,519842.3,1591799.7,482486.3,482486.3,2039.3320833333335,2039.3320833333335
2021-06-14,494705.0,1489696.8,465367.14,465367.14,2171.3312499999997,2171.3312499999997
2021-06-15,612559.0,1371262.1,543508.08,543508.08,2473.4709374999998,2473.4709374999998
2021-06-16,666347.3,1383458.2,605399.2,605399.2,2601.416041666667,2601.416041666667
2021-06-17,716581.9,1478250.2,639866.48,639866.48,2661.7061458333333,2661.7061458333333
2021-06-18,826131.3,1305701.9,673241.71,673241.71,2906.255625,2906.255625
2021-06-19,741313.4,1365548.5,650902.72,650902.72,2772.7479166666667,2772.7479166666667
2021-06-20,602166.1,1363265.6,520270.74,520270.74,2482.9642708333336,2482.9642708333336
2021-06-21,713480.9,1285374.1,606995.33,606995.33,2729.1577083333336,2729.1577083333336
2021-06-22,983765.7,1104248.8,690307.33,690307.33,3299.1552083333336,3299.1552083333336
2021-06-23,1015660.2,949165.0,644916.92,644916.93,4009.4031250000003,4009.4031250000003
2021-06-24,845953.6,841631.9,616832.74,616832.74,4119.551875,4119.551875
2021-06-25,626923.9,950815.2,490060.81,485362.81,3186.646041666667,3186.646041666667
2021-06-26,600707.9,871843.3,452339.85,447638.25,3465.2759375,3465.2759375
2021-06-27,550337.8,1050656.3,449511.81,449511.81,2799.5121875,2799.5121875
2021-06-28,710815.2,892158.7,542053.85,542053.85,3475.5629166666663,3475.5629166666663
2021-06-29,706000.8,825810.2,527294.54,527294.54,3688.2069791666668,3688.2069791666668
2021-06-30,906017.8,684875.6,558919.34,558919.34,4645.806250000001,4645.806250000001
2021-07-01,639099.6,880688.8,526167.66,526167.66,3669.7454166666666,3669.7454166666666
2021-07-02,608568.7,897936.2,477262.3,477262.3,3562.821875,3562.821875
2021-07-03,691851.1,893443.7,523292.7,523292.7,3888.575729166667,3888.575729166667
2021-07-04,529914.7,1181748.6,471191.41,471191.41,2679.9622916666667,2679.9622916666667
2021-07-05,925220.8,1009864.8,705246.44,705246.44,3702.4626041666666,3702.4626041666666
2021-07-06,893164.9,964638.5,686547.63,680019.07,3851.3158333333336,3851.3158333333336
2021-07-07,1013071.7,833188.3,658613.68,646476.83,4505.2352083333335,4505.2352083333335
2021-07-08,981045.4,742293.1,600845.88,602815.39,5077.191041666667,5077.191041666667
2021-07-09,720921.9,1119970.7,604882.83,594388.87,3377.1740625,3377.1740625
2021-07-10,729704.8,1228160.4,616461.42,609949.96,3063.2765624999997,3063.2765624999997
2021-07-11,689420.8,1321218.5,588812.53,588812.53,2909.9540625000004,2909.9540625000004
2021-07-12,855226.0,1135064.5,679577.4,679577.4,3519.9672916666664,3519.9672916666664
2021-07-13,777733.9,1181767.3,653749.57,653749.57,3301.72,3301.72
2021-07-14,610622.6,1245057.8,530929.09,529486.16,2707.009791666667,2707.009791666667
2021-07-15,698066.3,1195783.6,573916.55,573916.55,2960.7179166666665,2960.7179166666665
2021-07-16,754620.1,1214981.2,611849.3,611849.3,3022.3169791666664,3022.3169791666664
2021-07-17,809462.0,1050579.1,596137.56,596137.56,3381.0187499999997,3381.0187499999997
2021-07-18,539027.2,1169705.7,477482.49,477482.49,2480.0290625000002,2480.0290625000002
2021-07-19,434902.1,1406292.8,412013.07,412013.07,1975.99,1975.99
2021-07-20,479042.4,1697739.2,427314.02,427314.02,1785.7059375,1785.7059375
2021-07-21,477363.1,1376559.4,445312.84,445312.84,1985.8126041666667,1985.8126041666667
2021-07-22,569408.7,1563519.9,527243.59,527243.59,2135.8738541666667,2135.8738541666667
2021-07-23,798030.2,1510744.3,609109.91,609109.91,2745.9283333333333,2745.9283333333333
2021-07-24,853333.0,1377229.5,645291.74,645291.74,2898.30875,2898.30875
2021-07-25,525742.5,1474970.0,481261.44,481261.44,2239.5247916666667,2239.5247916666667
2021-07-26,530875.2,1201657.3,448004.44,448004.44,2379.0561458333336,2379.0561458333336
2021-07-27,483360.6,1217560.2,429048.63,429048.63,2173.0954166666666,2173.0954166666666
2021-07-28,544281.7,1192990.2,487236.07,487236.07,2308.6778125,2308.6778125
2021-07-29,579561.4,1231122.0,511404.85,511404.85,2365.851041666667,2365.851041666667
2021-07-30,564655.4,1223493.8,500133.07,500133.07,2452.4090625,2452.4090625
2021-07-31,543150.2,1386342.8,481813.2,481813.2,2212.3229166666665,2212.3229166666665
2021-08-01,515154.4,1544135.1,458081.66000000003,458081.66000000003,1901.4171875,1901.4171875
2021-08-02,755452.8,1337921.7,603593.45,603593.45,2530.3117708333334,2530.3117708333334
2021-08-03,860397.0,1157238.2,646402.44,646402.44,2877.6801041666663,2877.6801041666663
2021-08-04,933554.8,1109985.7,691547.18,691547.18,3189.75,3189.75
2021-08-05,921910.7,1165475.4,699498.93,699498.93,3123.106458333333,3123.106458333333
2021-08-06,1058541.7,1083910.0,746228.4,725690.7,3615.3157291666666,3615.3157291666666
2021-08-07,1104764.9,965113.7,704592.28,704592.28,3887.9233333333336,3887.9233333333336
2021-08-08,1057583.7,888000.6,697525.84,697525.84,4843.5490625,4843.5490625
2021-08-09,1157635.7,1051142.8,849589.7,849589.7,5181.029375,5181.029375
2021-08-10,1065390.5,1166128.2,862797.79,862797.79,3983.62375,3983.62375
2021-08-11,1118491.3,1172948.4,903196.3,903196.3,3759.9892708333336,3759.9892708333336
2021-08-12,1095842.7,1089402.9,828903.0,828903.0,3843.1653125,3843.1653125
2021-08-13,1277040.4,953469.5,816923.66,816923.66,4953.917083333333,4953.917083333333
2021-08-14,1115816.8,957543.2,797327.59,797327.59,4768.1884375,4768.1884375
2021-08-15,851251.7,1155769.4,697215.22,697215.22,3076.2052083333333,3076.2052083333333
2021-08-16,1292725.4,1025197.4,846495.91,836417.76,4788.1258333333335,4788.1258333333335
2021-08-17,1430150.6,1006331.4,896448.64,884580.69,5665.125729166666,5665.125729166666
2021-08-18,1483164.8,1032839.8,970656.36,968960.58,6677.2603125,6677.2603125
2021-08-19,1346684.1,1292152.2,1085624.25,1085624.25,5944.118541666667,5944.118541666667
2021-08-20,1303382.6,1234969.3,1057203.56,1057203.56,5686.551770833333,5686.551770833333
2021-08-21,1520770.9,1352332.1,1186543.28,1186543.28,5449.314791666667,5449.314791666667
2021-08-22,1153017.8,1486841.0,1020275.82,1020275.82,3270.475,3270.475
2021-08-23,1177110.7,1363249.0,974345.4,974345.4,4357.0653125,4357.0653125
2021-08-24,1246132.7,1172569.2,972041.6,972041.6,5290.059895833333,5290.059895833333
2021-08-25,1295309.0,1200339.6,968330.05,968330.05,5491.729895833333,5491.729895833333
2021-08-26,1445421.8,1021789.7000000001,894015.93,894015.93,6840.6053125,6840.6053125
2021-08-27,1593993.3,1047473.2,953916.67,953916.67,8077.830312499999,8077.830312499999
2021-08-28,1604700.8,893376.3,850224.68,850224.68,9810.72875,9810.72875
2021-08-29,1318288.2,1049119.5,915991.11,915991.11,8344.310104166667,8344.310104166667
2021-08-30,1408556.5,1062567.7,974305.21,974305.21,9158.318125,9158.318125
2021-08-31,1376579.7,1228212.4,1069379.96,1069379.96,6593.165625000001,6593.165625000001
2021-09-01,1375828.3,1424499.8,1176713.0,1176713.0,5103.757083333333,5103.757083333333
2021-09-02,1141900.7,1560718.5,992191.3,992191.3,3395.9093749999997,3395.9093749999997
2021-09-03,1394709.5,1100361.7,881705.42,881705.42,5229.305625,5229.305625
2021-09-04,1182754.2,1130267.1,910855.74,910855.74,4838.160520833334,4838.160520833334
2021-09-05,896344.1,1474561.1,758840.68,758840.68,3195.5778124999997,3195.5778124999997
2021-09-06,1033664.9,1387079.5,853913.11,853913.11,3601.9928125,3601.9928125
2021-09-07,1060755.8,1460816.4,879135.21,879135.21,3442.189791666666,3442.189791666666
2021-09-08,1028635.9,1385822.8,818731.62,818731.62,3618.8151041666665,3618.8151041666665
2021-09-09,1022447.1,1380017.8,801221.38,801221.38,3778.46625,3778.46625
2021-09-10,1166515.5,1327712.1,936191.79,936191.79,4082.2905208333336,4082.2905208333336
2021-09-11,1023968.9,1357474.5,838053.22,838053.22,3625.5867708333335,3625.5867708333335
2021-09-12,697491.5,1719392.6,616453.72,616453.72,2353.117083333333,2353.117083333333
2021-09-13,694495.7,1414403.8,629210.45,629210.45,2616.8542708333334,2616.8542708333334
2021-09-14,865910.1,1351263.3,725398.38,725398.38,3049.268020833333,3049.268020833333
2021-09-15,889470.0,1428041.8,735212.31,735212.31,3148.245729166667,3148.245729166667
2021-09-16,1021412.0,1382947.3,847920.7,847920.7,3342.343854166667,3342.343854166667
2021-09-17,1060157.3,1270004.0,812432.13,812432.13,3773.966354166667,3773.966354166667
2021-09-18,1235316.5,1110274.1,871289.95,871289.95,4955.7188541666665,4955.7188541666665
2021-09-19,1022263.4,1266928.0,852342.1,852342.1,3443.210833333333,3443.210833333333
2021-09-20,1441374.5,966172.3,907634.44,907634.44,7042.446666666667,7042.446666666667
2021-09-21,1228821.5,1019155.5,891803.71,891803.71,5947.636041666668,5947.636041666668
2021-09-22,1152647.5,1059710.6,836668.01,836668.01,5500.664270833334,5500.664270833334
2021-09-23,1175069.2,1199617.4,920471.05,920471.05,4718.809375,4718.809375
2021-09-24,1378783.9,1039375.4,923509.75,923509.75,6558.135104166667,6558.135104166667
2021-09-25,1275454.5,1138159.9,946283.11,946283.11,5872.105104166666,5872.105104166666
2021-09-26,1097909.2,1172614.8,845971.73,845971.73,4832.967395833333,4832.967395833333
2021-09-27,1181669.1,1115428.3,858411.86,858411.86,5013.569791666667,5013.569791666667
2021-09-28,1113873.5,1241774.1,855287.24,855287.24,4635.897083333333,4635.897083333333
2021-09-29,1213134.4,1157585.2,874956.78,874956.78,5698.639895833334,5698.639895833334
2021-09-30,1138729.9,1143983.8,874249.8,874249.8,5510.6671875,5510.6671875
2021-10-01,1413479.4,1165708.1,981253.53,981253.53,7208.532083333333,7208.532083333333
2021-10-02,1346151.0,1082029.8,920996.94,920996.94,7697.887291666667,7697.887291666667
2021-10-03,1217525.1,1164622.9,895758.72,895758.72,6262.4690625,6262.4690625
2021-10-04,1509363.6,998661.3,923808.24,923808.24,9255.823229166666,9255.823229166666
2021-10-05,1778321.2,948925.8,937720.27,937720.27,11832.076666666668,11832.076666666668
2021-10-06,1878890.8,1053086.8,1028347.65,1028347.65,13949.562604166667,13949.562604166667
2021-10-07,1772128.9,1076822.4,1057638.16,1057638.16,12908.137708333334,12908.137708333334
2021-10-08,1902949.7,1056352.8,1017793.87,1017793.87,14777.213645833333,14777.213645833333
2021-10-09,1999152.2,1095391.8,1061641.04,1061641.04,15979.02375,15979.02375
2021-10-10,1614528.7,1164201.0,1069346.48,1069346.48,13294.1396875,13294.1396875
2021-10-11,1750811.6,1109405.4,1058249.22,1058249.22,16416.371354166666,16416.371354166666
2021-10-12,1723112.4,1198992.0,1127287.45,1127287.45,15845.61875,15845.61875
2021-10-13,1568840.5,1272824.5,1118856.82,1118856.82,13132.053541666666,13132.053541666666
2021-10-14,1513249.7,1159720.7,1056155.8,1056155.8,13874.809166666666,13874.809166666666
2021-10-15,1318732.3,1323345.4,1029252.2,1029252.2,9672.623854166666,9672.623854166666
2021-10-16,1191679.7,1322159.6,919519.08,919519.08,6117.559270833332,6117.559270833332
2021-10-17,945168.7,1148269.6,703867.79,703867.79,4586.973333333333,4586.973333333333
2021-10-18,844969.8,1209986.1,658187.79,658187.79,3757.981458333333,3757.981458333333
2021-10-19,887784.2,1020294.7,650711.9,650711.9,4024.5344791666666,4024.5344791666666
2021-10-20,1146153.4,1053808.0,800049.96,800049.96,5319.4454166666665,5319.4454166666665
2021-10-21,1131707.1,1002457.9,819141.79,819141.79,6184.8640625,6184.8640625
2021-10-22,996625.5,1083116.2,766366.83,766366.83,4264.169895833334,4264.169895833334
2021-10-23,977280.1,916278.0,726657.4,726657.4,5425.570104166666,5425.570104166666
2021-10-24,737249.4,1190297.9,620861.49,620861.49,3163.7723958333336,3163.7723958333336
2021-10-25,779569.4,991571.3,625068.2,625068.2,3637.0971875,3637.0971875
2021-10-26,805491.6,1043398.7,644063.39,644063.39,3605.3754166666663,3605.3754166666663
2021-10-27,916425.5,1084913.7,694958.97,694958.97,3756.254375,3756.254375
2021-10-28,776661.5,1145175.0,633897.75,633894.55,3401.5248958333336,3401.5248958333336
2021-10-29,703020.2,1125691.0,575763.43,575763.43,3254.231979166667,3254.231979166667
2021-10-30,865595.4,1153085.6,689302.21,689302.21,3430.4459375,3430.4459375
2021-10-31,507307.8,1343939.2,460701.85,460701.85,2368.9795833333333,2368.9795833333333
2021-11-01,845327.0,1323093.3,716392.91,716392.91,3097.8986458333334,3097.8986458333334
2021-11-02,808189.9,1241570.9,676049.05,676049.05,3073.5585416666668,3073.5585416666668
2021-11-03,687594.9,1290184.5,601315.13,601315.13,2708.0102083333336,2708.0102083333336
2021-11-04,449286.8,1449549.9,432628.89,432628.89,1961.4691666666668,1961.4691666666668
2021-11-05,566790.6,1556282.3,528239.89,528239.89,1988.0055208333333,1988.0055208333333
2021-11-06,650273.1,1364546.8,589232.13,589232.13,2382.2896875,2382.2896875
2021-11-07,628166.5,1089577.0,536208.57,536208.57,2677.6701041666665,2677.6701041666665
2021-11-08,787340.1,1008612.4,584400.03,584400.03,3279.1495833333333,3279.1495833333333
2021-11-09,884402.0,998204.8,653283.11,653283.11,3698.1631249999996,3698.1631249999996
2021-11-10,807123.6,1095343.4,644382.46,644382.46,3661.5284374999997,3661.5284374999997
2021-11-11,708064.7,1019115.6,565773.09,565773.09,3225.6778125,3225.6778125
2021-11-12,765506.6,1021765.3,634384.82,634384.82,3163.3248958333334,3163.3248958333334
2021-11-13,692247.3,1123180.4,595196.27,595196.27,2945.7276041666664,2945.7276041666664
2021-11-14,634942.5,1263511.0,581147.78,581147.78,2555.8752083333334,2555.8752083333334
2021-11-15,758162.9,1126726.4,658915.54,658915.54,3019.0160416666663,3019.0160416666663
2021-11-16,809160.6,1062036.2,648377.91,648377.91,3103.5878125,3103.5878125
2021-11-17,776532.2,1041460.5,637893.31,637893.31,3066.9754166666667,3066.9754166666667
2021-11-18,852693.4,1030984.2999999999,645770.41,645770.41,3485.6314583333333,3485.6314583333333
2021-11-19,821696.3,988505.6,643018.99,643018.99,3185.435,3185.435
2021-11-20,720022.7,1003963.8,588958.17,588958.17,2919.2204166666666,2919.2204166666666
2021-11-21,625122.2,1117820.7,553070.58,553070.58,2597.0812499999997,2597.0812499999997
2021-11-22,841381.7,1063391.6,660901.43,660901.43,3226.689791666666,3226.689791666666
2021-11-23,833506.0,1118242.6,682777.26,682777.26,3140.4683333333337,3140.4683333333337
2021-11-24,794361.5,1100253.2,664991.84,664991.84,3049.3518750000003,3049.3518750000003
2021-11-25,903094.5,1006795.8,691486.99,691486.99,3494.8061458333336,3494.8061458333336
2021-11-26,1005417.3,993828.2,720197.32,720197.32,3827.0302083333336,3827.0302083333336
2021-11-27,949719.0,1018223.8,717272.49,715622.49,3832.2528125000003,3832.2528125000003
2021-11-28,796674.6,1116321.6,655621.22,655621.22,3033.793125,3033.793125
2021-11-29,894081.9,1105543.9,694460.72,694460.72,3551.9406249999997,3551.9406249999997
2021-11-30,852125.9,1082053.2,674328.62,674328.62,3337.0343749999997,3337.0343749999997
2021-12-01,749932.9,1205849.4,645855.08,645855.08,2945.2980208333333,2945.2980208333333
2021-12-02,952662.4,966714.6,623509.17,623509.17,3928.54125,3928.54125
2021-12-03,1000360.6,960737.7,654750.52,654750.52,4261.155833333333,4261.155833333333
2021-12-04,1012288.7,1025787.4,698341.54,698341.54,4407.215520833333,4407.215520833333
2021-12-05,850352.1,1297141.9,734734.06,734734.06,2984.8421875,2984.8421875
2021-12-06,987878.8,1196407.9,772252.15,772252.15,3718.3251041666667,3718.3251041666667
2021-12-07,937250.1,1351310.6,782723.52,782723.52,3353.8595833333334,3353.8595833333334
2021-12-08,1026499.5,1365397.0,837309.06,837309.06,3576.3091666666664,3576.3091666666664
2021-12-09,1002937.4,1220382.2,759598.23,759598.23,3784.9864583333333,3784.9864583333333
2021-12-10,976022.7,1192576.8,747035.76,747035.76,3962.3948958333335,3962.3948958333335
2021-12-11,935395.0,1181138.3,709154.29,709154.29,4080.285625,4080.285625
2021-12-12,816250.6,1243807.0,670235.41,670235.41,3143.0261458333334,3143.0261458333334
2021-12-13,970542.7,1149557.6,708718.59,708718.59,3976.872604166667,3976.872604166667
2021-12-14,875050.3,1222341.8,693690.08,693690.08,3518.2683333333334,3518.2683333333334
2021-12-15,901211.0,1221402.9,685055.41,685055.41,3484.625625,3484.625625
2021-12-16,935429.6,1191418.3,691946.48,691946.48,3626.8388541666664,3626.8388541666664
2021-12-17,916567.3,1220264.8,697164.54,697164.54,3700.5489583333333,3700.5489583333333
2021-12-18,899377.5,1332365.6,728257.09,728257.09,3436.985,3436.985
2021-12-19,716333.9,1518668.1,622411.29,622411.29,2693.2720833333333,2693.2720833333333
2021-12-20,852451.6,1377734.3,701353.18,701353.18,3287.1922916666667,3287.1922916666667
2021-12-21,851629.9,1261384.9,656982.22,656982.22,3435.435729166667,3435.435729166667
2021-12-22,948200.2,1189072.7,669414.94,669414.94,3915.4913541666665,3915.4913541666665
2021-12-23,869017.3,1352896.5,690761.87,690761.87,3419.316875,3419.316875
2021-12-24,938623.5,1228776.2,682564.52,682564.52,3994.556666666667,3994.556666666667
2021-12-25,893100.5,1339972.2,729770.11,729770.11,3308.0415625,3308.0415625
2021-12-26,864991.0,1275697.8,676783.13,676783.13,3230.4011458333334,3230.4011458333334
2021-12-27,914868.0,1232196.8,683903.12,683903.12,3620.7442708333333,3620.7442708333333
2021-12-28,813523.7,1284686.8,646693.89,646693.89,3138.35875,3138.35875
2021-12-29,922894.6,1291310.5,731145.95,731145.95,3343.1414583333335,3343.1414583333335
2021-12-30,887243.3,1273869.4,690551.93,690551.93,3180.2253125,3180.2253125
2021-12-31,860516.5,1297164.9,670418.01,670418.01,3305.8370833333333,3305.8370833333333
2022-01-01,855172.3,1465692.9,705892.82,705892.82,3228.9597916666667,3228.9597916666667
2022-01-02,844764.6,1501861.2,705236.4,705236.4,3016.620833333333,3016.620833333333
2022-01-03,893934.8,1464480.3,715326.21,715326.21,3362.7015625,3362.7015625
2022-01-04,938289.1,1352454.6,692719.52,692719.52,3546.0608333333334,3546.0608333333334
2022-01-05,955306.8,1431004.3,720540.86,720540.86,3575.505416666667,3575.505416666667
2022-01-06,1011711.0,1475495.9,784331.72,784331.72,3527.449479166667,3527.449479166667
2022-01-07,946697.8,1459039.0,736367.57,736367.57,3299.51,3299.51
2022-01-08,923329.9,1508520.0,731132.45,731132.45,3176.487291666667,3176.487291666667
2022-01-09,763103.4,1613827.1,626928.73,626928.73,2803.464375,2803.464375
2022-01-10,948134.5,1530382.2,742144.7,742144.7,3273.5242708333335,3273.5242708333335
2022-01-11,927509.3,1527098.2,740400.6900000001,740400.6900000001,3160.0422916666666,3160.0422916666666
2022-01-12,897185.6,1529491.1,709996.92,709996.92,3124.4910416666667,3124.4910416666667
2022-01-13,883472.2,1505460.3,683099.84,683099.84,3235.3541666666665,3235.3541666666665
2022-01-14,679689.0,1532077.3,546974.57,546974.57,2758.2946875,2758.2946875
2022-01-15,752775.7,1532706.9,604870.8,604870.8,2888.613645833333,2888.613645833333
2022-01-16,683100.8,1602125.8,547579.77,547579.77,2631.1830208333336,2631.1830208333336
2022-01-17,811538.3,1534201.2,637299.73,637299.73,3013.098020833333,3013.098020833333
2022-01-18,966927.4,1396772.6,696733.3,696733.3,3583.9637500000003,3583.9637500000003
2022-01-19,1040537.5,1330680.2,717584.51,717584.51,4027.1704166666664,4027.1704166666664
2022-01-20,1022048.9,1228440.7,658503.56,658503.56,4321.5175,4321.5175
2022-01-21,986303.0,1343408.6,723416.66,723416.66,4045.722916666667,4045.722916666667
2022-01-22,881660.5,1525054.7,678706.87,678706.87,3252.7220833333336,3252.7220833333336
2022-01-23,802245.1,1662488.2,649801.17,649801.17,2852.22875,2852.22875
2022-01-24,974767.3,1475034.3,725505.3099999999,725505.3099999999,3772.1687500000003,3772.1687500000003
2022-01-25,938508.6,1430072.6,700774.37,700774.37,3793.148333333333,3793.148333333333
2022-01-26,745144.7,1509664.4,585645.04,585645.04,2996.951145833333,2996.951145833333
2022-01-27,883946.2,1482060.4,661731.0,661731.0,3657.0807291666665,3657.0807291666665
2022-01-28,868518.2,1451743.8,664064.31,664064.31,3467.41625,3467.41625
2022-01-29,887742.4,1328766.9,629321.67,629321.67,3814.2641666666664,3814.2641666666664
2022-01-30,850151.0,1390879.2,665875.69,655033.69,3282.7313541666667,3282.7313541666667
2022-01-31,1102431.4,1292867.3,741094.33,741094.33,4451.4688541666665,4451.4688541666665
2022-02-01,1000373.2,1328127.1,745200.15,745200.15,4331.0346875000005,4331.0346875000005
2022-02-02,1167541.0,1308114.7,778643.79,778643.79,4868.0871875,4868.0871875
2022-02-03,1057593.0,1232858.9,764998.29,764998.29,4966.028020833333,4966.028020833333
2022-02-04,1091567.4,1306681.1,810324.65,810324.65,4657.380729166666,4657.380729166666
2022-02-05,1111590.7,1443251.8,869827.04,869827.04,4080.4401041666665,4080.4401041666665
2022-02-06,993501.4,1483889.5,798488.58,798488.58,3289.88625,3289.88625
2022-02-07,1206332.1,1435619.7,870792.49,870792.49,4260.313854166667,4260.313854166667
2022-02-08,1114696.6,1488027.4,852655.77,852655.77,3758.8885416666667,3758.8885416666667
2022-02-09,1038403.4,1343591.3,766598.47,766598.47,3873.8995833333333,3873.8995833333333
2022-02-10,1114031.1,1281661.9,765070.74,765070.74,4109.970208333333,4109.970208333333
2022-02-11,935576.8,1374535.0,698260.09,688698.09,3370.0597916666666,3370.0597916666666
2022-02-12,1174006.0,1349583.6,822176.74,822176.74,3996.1932291666667,3996.1932291666667
2022-02-13,1055261.7,1465227.5,798410.63,798410.63,3396.48375,3396.48375
2022-02-14,1147059.2,1233149.4,754061.27,754061.27,4057.716875,4057.716875
2022-02-15,1166151.8,1318198.4,793726.27,793726.27,3916.3184375,3916.3184375
2022-02-16,1222727.7,1192375.9,773309.29,773309.29,4432.52875,4432.52875
2022-02-17,1211001.4,1256858.5,850485.04,850485.04,4535.056145833333,4535.056145833333
2022-02-18,1067087.0,1284295.3,782588.5,782588.5,4106.4175000000005,4106.4175000000005
2022-02-19,1199482.5,1080062.5,712785.57,712785.57,4602.4015625,4602.4015625
2022-02-20,1060504.3,1227824.9,750924.74,750924.74,3951.7690625,3951.7690625
2022-02-21,1127298.8,1263024.4,792464.88,792464.88,4202.248854166667,4202.248854166667
2022-02-22,1272492.5,1200977.6,811031.85,811031.85,4690.435,4690.435
2022-02-23,1417454.9,1195541.7,892367.77,892367.77,5562.680729166666,5562.680729166666
2022-02-24,1382254.0,1202190.5,877712.65,877712.65,6153.0971875,6153.0971875
2022-02-25,1411962.9,1151886.6,885341.06,885341.06,6944.450625,6944.450625
2022-02-26,1280669.0,1216707.9,906874.85,906874.85,5720.756458333333,5720.756458333333
2022-02-27,974683.1,1335449.8,721152.42,721152.42,3586.1979166666665,3586.1979166666665
2022-02-28,1147976.5,1264418.7,811575.16,811575.16,4985.6327083333335,4985.6327083333335
2022-03-01,1069359.0,1325076.4,824730.23,824730.23,3861.546875,3861.546875
