datetime,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh) *,Weighted MCP (Rs/MWh)
2019-09-19,591296.3,1254785.5,509959.37,509959.38,2847.9148958333335,2847.9148958333335
2019-09-20,579504.9,1158906.5,494677.02,494677.01,2874.945,2874.945
2019-09-21,599167.0,1256365.3,492567.52,492567.53,2822.001979166667,2822.001979166667
2019-09-22,514004.3,1281702.3,438438.68,438438.7,2672.374375,2672.374375
2019-09-23,505398.0,1090844.4,418444.84,418444.85,2789.7859375000003,2789.7859375000003
2019-09-24,560331.3,1092726.0,469660.78,469660.78,2927.6097916666663,2927.6097916666663
2019-09-25,587524.8,1325286.5,515070.09,511801.17,2802.3015625000003,2802.3015625000003
2019-09-26,579934.6,1287541.4,517875.64,517875.69,2741.867291666667,2741.867291666667
2019-09-27,470765.9,1264019.4,435362.87,435362.85,2516.1305208333333,2516.1305208333333
2019-09-28,409681.7,1148711.1,372016.54,372016.52999999997,2509.8770833333333,2509.8770833333333
2019-09-29,319816.8,1286738.2,302365.21,302365.22,2154.4251041666666,2154.4251041666666
2019-09-30,455164.8,1202576.3,410203.96,410203.95,2650.718229166667,2650.718229166667
2019-10-01,487245.5,1187118.6,435312.91,435312.92,2576.5182291666665,2576.5182291666665
2019-10-02,465259.6,1298888.3,419289.8,419289.8,2367.8792708333335,2367.8792708333335
2019-10-03,625648.2,1189770.4,526131.04,526131.03,2912.7351041666666,2912.7351041666666
2019-10-04,636323.2,1274263.6,547457.76,547457.76,2929.9325000000003,2929.9325000000003
2019-10-05,709869.0,1241210.9,565916.48,565916.49,3119.984375,3119.984375
2019-10-06,606566.0,1412009.8,529760.7,529760.68,2889.294895833333,2889.294895833333
2019-10-07,585836.2,1233137.8,488725.2,488725.19,3025.2728125,3025.2728125
2019-10-08,347742.4,1602669.2,325588.32,325588.31,2195.0027083333334,2195.0027083333334
2019-10-09,459499.9,1430652.8,418555.15,418555.15,2494.831041666667,2494.831041666667
2019-10-10,534457.8,1432789.2,478680.43,478680.43,2600.052708333333,2600.052708333333
2019-10-11,595759.1,1138426.1,500944.36,500944.36,3047.216458333334,3047.216458333334
2019-10-12,598148.7,1192612.7,489472.97000000003,489472.96,3095.9360416666664,3095.9360416666664
2019-10-13,492943.4,1259208.0,419752.8,419752.81,2887.9342708333334,2887.9342708333334
2019-10-14,574059.4,1165104.9,474050.84,474050.84,3013.277604166667,3013.277604166667
2019-10-15,552717.2,1213802.9,467946.21,467946.22000000003,3009.4655208333334,3009.4655208333334
2019-10-16,607536.2,1013368.1,466925.22,466925.22,3238.3797916666667,3238.3797916666667
2019-10-17,521766.1,1024052.1,420901.85,420901.86,3123.3596875000003,3123.3596875000003
2019-10-18,587540.1,1031140.9,479006.09,479006.1,3132.9294791666666,3132.9294791666666
2019-10-19,540350.9,1043476.3,455875.91,455875.91,3028.3297916666666,3028.3297916666666
2019-10-20,402557.8,1269174.3,367874.7,367874.7,2653.0826041666664,2653.0826041666664
2019-10-21,493930.8,1150207.4,442659.9,442659.9,2895.230833333333,2895.230833333333
2019-10-22,532772.4,1242562.2,477536.25,477536.25,2903.7621875,2903.7621875
2019-10-23,505556.3,1288566.7,456564.2,456564.22,2811.0379166666667,2811.0379166666667
2019-10-24,509390.8,1448534.8,469500.76,469500.75,2685.7970833333334,2685.7970833333334
2019-10-25,443730.9,1272299.1,399998.13,399998.16,2620.3260416666667,2620.3260416666667
2019-10-26,398993.8,1373444.7,373033.4,373033.4,2340.955625,2340.955625
2019-10-27,256814.8,1508877.8,251008.14,251008.14,1680.4057291666668,1680.4057291666668
2019-10-28,279386.7,1555818.5,274968.63,274968.63,1488.1669791666666,1488.1669791666666
2019-10-29,354107.3,1276923.8,328920.94,328920.95,1841.3710416666665,1841.3710416666665
2019-10-30,457715.7,1194308.1,382420.58,382420.58,2613.1529166666664,2613.1529166666664
2019-10-31,529056.2,1121074.5,431173.97,431173.97,2889.568020833334,2889.568020833334
2019-11-01,607924.2,1127741.5,535898.4,535898.42,2978.5996875,2978.5996875
2019-11-02,586049.1,1166826.2,522425.75,522425.75,2986.3433333333337,2986.3433333333337
2019-11-03,507631.9,1281160.0,448584.9,448584.91,2826.0051041666666,2826.0051041666666
2019-11-04,546112.9,1105362.5,467306.92,467306.92,2916.8813541666664,2916.8813541666664
2019-11-05,557838.8,1103299.3,481267.52999999997,481267.54,2936.8485416666667,2936.8485416666667
2019-11-06,555738.6,1084297.7,482650.91,482650.92,2901.4011458333334,2901.4011458333334
2019-11-07,534378.2,1168809.2,469577.59,469577.59,2813.5584375,2813.5584375
2019-11-08,441778.6,1197072.2,392672.01,392672.0,2565.78625,2565.78625
2019-11-09,435900.4,1223343.5,386489.46,386489.46,2614.212395833333,2614.212395833333
2019-11-10,422879.3,1268822.6,371992.27999999997,371992.29,2558.8723958333335,2558.8723958333335
2019-11-11,470763.4,1164042.7,407572.06,407572.05,2679.3835416666666,2679.3835416666666
2019-11-12,520667.3,1080813.5,430212.28,430212.29,2804.0076041666666,2804.0076041666666
2019-11-13,606506.7,1002353.6,452640.62,452640.62,2904.0754166666666,2904.0754166666666
2019-11-14,479723.9,1084299.4,401282.33,401282.34,2761.637083333333,2761.637083333333
2019-11-15,567794.9,1040084.2,437007.8,437007.81,2899.4022916666668,2899.4022916666668
2019-11-16,533683.0,1084691.9,435447.34,435447.32,2830.7263541666666,2830.7263541666666
2019-11-17,421685.2,1182742.1,352231.06,352231.06,2653.2883333333334,2653.2883333333334
2019-11-18,582602.2,1085807.7,454925.26,454925.26,2940.603854166666,2940.603854166666
2019-11-19,575674.3,1010001.9,438613.61,438613.61,3036.5536458333336,3036.5536458333336
2019-11-20,655564.5,997077.6,465670.48,457095.46,3129.7436458333336,3129.7436458333336
2019-11-21,762528.8,1037837.3,539761.09,509477.7,3285.681458333333,3285.681458333333
2019-11-22,653352.5,1105265.0,520492.06,507755.39,3087.3718750000003,3087.3718750000003
2019-11-23,574134.0,1083619.4,467944.74,464555.16,3046.5659375,3046.5659375
2019-11-24,475692.5,1164948.0,412072.84,412072.84,2821.5106250000003,2821.5106250000003
2019-11-25,594724.2,1137373.5,487893.1,487893.1,2900.091458333334,2900.091458333334
2019-11-26,564179.2,1196145.6,482144.4,482144.4,2804.40625,2804.40625
2019-11-27,554038.1,1320366.1,474884.24,474884.26,2739.6673958333336,2739.6673958333336
2019-11-28,553940.2,1276256.8,470078.17,470078.14,2760.5686458333334,2760.5686458333334
2019-11-29,538216.6,1294238.0,463672.58,463672.59,2694.188541666667,2694.188541666667
2019-11-30,550602.4,1241932.5,456920.55,456920.56,2771.325833333334,2771.325833333334
2019-12-01,496806.7,1344322.4,438880.13,438880.14,2586.9185416666664,2586.9185416666664
2019-12-02,605107.2,1113625.6,476742.19,476742.2,2894.3984375,2894.3984375
2019-12-03,562225.0,1166816.9,478098.24,478098.23,2856.3734375,2856.3734375
2019-12-04,550055.1,1177487.7,444399.59,444399.58,2821.355833333333,2821.355833333333
2019-12-05,577627.9,1274470.9,480206.24,480206.24,2836.6794791666666,2836.6794791666666
2019-12-06,600411.7,1301912.3,519318.0,519318.01,2856.855625,2856.855625
2019-12-07,629342.9,1204608.1,519472.6,519472.6,2934.5345833333336,2934.5345833333336
2019-12-08,556497.8,1266002.1,476011.71,476011.72,2772.5878125,2772.5878125
2019-12-09,645381.9,1077876.8,505418.65,505418.65,2976.291458333333,2976.291458333333
2019-12-10,750441.4,976273.1,512085.36,512085.35,3228.644895833333,3228.644895833333
2019-12-11,709585.8,1095698.1,543900.43,543900.43,3245.4478125,3245.4478125
2019-12-12,711955.5,1142408.1,568115.52,568115.51,3189.9138541666666,3189.9138541666666
2019-12-13,724632.5,1230273.7,584739.88,580663.24,3110.9559375000003,3110.9559375000003
2019-12-14,648341.2,1402918.7,534611.38,534611.37,2914.4173958333336,2914.4173958333336
2019-12-15,551692.1,1312744.7,459832.29,459832.31,2799.2258333333334,2799.2258333333334
2019-12-16,628297.0,1389148.2,540198.36,540198.36,2825.4170833333333,2825.4170833333333
2019-12-17,729675.5,1366941.0,617499.48,603100.66,2991.11125,2991.11125
2019-12-18,777236.8,1354588.7,611459.3,607546.65,3070.9955208333336,3070.9955208333336
2019-12-19,759439.4,1302373.4,619958.48,616459.49,3006.144166666667,3006.144166666667
2019-12-20,735175.6,1353787.9,613087.91,609951.76,3010.2859375000003,3010.2859375000003
2019-12-21,728573.8,1348035.7,610964.61,608564.0599999999,2956.0916666666667,2956.0916666666667
2019-12-22,625939.3,1466296.0,544341.22,544341.21,2711.948229166667,2711.948229166667
2019-12-23,806844.7,1364115.6,639473.28,636988.51,3007.1419791666667,3007.1419791666667
2019-12-24,778501.0,1390691.2,654149.3,646497.38,2988.8434374999997,2988.8434374999997
2019-12-25,731091.8,1482989.4,634814.25,633384.92,2848.0663541666668,2848.0663541666668
2019-12-26,788669.4,1433845.8,667033.39,661847.57,2948.308854166667,2948.308854166667
2019-12-27,779860.6,1470579.8,671022.64,671022.64,2912.161666666667,2912.161666666667
2019-12-28,741998.0,1482627.3,632405.5599999999,632405.5599999999,2902.8075000000003,2902.8075000000003
2019-12-29,620886.6,1589305.0,547775.88,547775.85,2690.6721875,2690.6721875
2019-12-30,746352.9,1427729.0,612684.18,612684.17,2930.4170833333333,2930.4170833333333
2019-12-31,740517.7,1470864.0,622758.26,622758.24,2871.509583333333,2871.509583333333
2020-01-01,757054.2,1448534.0,630543.83,630543.83,2978.216354166667,2978.216354166667
2020-01-02,791366.7,1508119.8,674245.81,668721.04,2999.226666666667,2999.226666666667
2020-01-03,765472.2,1569072.1,677451.88,657971.83,2869.587708333333,2869.587708333333
2020-01-04,707951.9,1461987.2,600887.57,600887.6,2817.0224999999996,2817.0224999999996
2020-01-05,646405.7,1533706.8,569354.57,568165.96,2663.1301041666666,2663.1301041666666
2020-01-06,828040.1,1522872.9,686313.07,673759.11,2917.8903125,2917.8903125
2020-01-07,736673.2,1630302.3,637700.8099999999,637700.77,2744.4666666666667,2744.4666666666667
2020-01-08,755379.9,1672060.4,668138.61,668138.61,2774.6264583333336,2774.6264583333336
2020-01-09,843542.4,1662539.5,728451.01,728451.02,2878.8758333333335,2878.8758333333335
2020-01-10,716933.6,1569973.8,623037.6,599247.28,2740.0729166666665,2740.0729166666665
2020-01-11,704640.9,1457281.4,606582.22,595040.54,2781.6770833333335,2781.6770833333335
2020-01-12,655557.8,1517886.6,567750.78,555079.09,2749.0172916666666,2749.0172916666666
2020-01-13,781998.3,1436778.0,595788.3,594804.9,2928.9095833333336,2928.9095833333336
2020-01-14,698823.7,1481192.7,601315.51,601315.51,2749.3811458333334,2749.3811458333334
2020-01-15,706856.2,1536346.6,616438.45,616438.42,2681.5664583333332,2681.5664583333332
2020-01-16,629357.9,1632563.3,554157.92,554157.95,2548.0748958333334,2548.0748958333334
2020-01-17,697668.0,1597185.7,600319.93,600319.93,2700.5421874999997,2700.5421874999997
2020-01-18,675000.4,1551938.0,585727.57,585727.57,2727.8882291666664,2727.8882291666664
2020-01-19,576126.9,1580342.1,504241.74,504241.73,2621.2890625,2621.2890625
2020-01-20,771870.9,1397523.7,622260.28,622260.28,2986.7263541666666,2986.7263541666666
2020-01-21,747658.1,1366791.0,605029.95,605029.94,2999.996354166667,2999.996354166667
2020-01-22,742904.8,1398766.7,619678.74,619678.78,2945.2520833333333,2945.2520833333333
2020-01-23,766871.9,1492370.9,640220.85,640220.85,2898.1218750000003,2898.1218750000003
2020-01-24,802301.6,1440909.4,650901.58,650901.58,3015.3314583333336,3015.3314583333336
2020-01-25,747619.7,1399676.0,604949.39,604949.4,3017.4459375,3017.4459375
2020-01-26,554858.1,1581184.0,484107.35,484107.35,2733.245104166667,2733.245104166667
2020-01-27,780381.7,1372251.4,613035.52,613035.52,3063.4805208333332,3063.4805208333332
2020-01-28,779344.6,1430300.8,651660.44,651660.44,2998.247083333333,2998.247083333333
2020-01-29,805543.5,1484269.4,666156.71,666156.72,3018.700625,3018.700625
2020-01-30,825631.7,1465951.9,673180.78,673180.78,3044.7704166666667,3044.7704166666667
2020-01-31,863788.3,1478450.7,701688.65,691921.3,3076.158229166667,3076.158229166667
2020-02-01,732054.8,1493495.4,620986.3,620986.3099999999,2867.3757291666666,2867.3757291666666
2020-02-02,614379.6,1585610.4,538274.82,538274.82,2694.3875000000003,2694.3875000000003
2020-02-03,592007.9,1527572.4,514869.99,514869.98,2559.6178125,2559.6178125
2020-02-04,782053.0,1382480.5,581962.2,581962.18,2948.4244791666665,2948.4244791666665
2020-02-05,745972.6,1446692.8,603837.44,603837.44,3011.76375,3011.76375
2020-02-06,729640.7,1354132.8,581711.25,581711.25,3031.2767708333336,3031.2767708333336
2020-02-07,753964.5,1352506.8,588083.57,588083.58,3082.7724999999996,3082.7724999999996
2020-02-08,701168.3,1396986.1,577187.46,577187.44,2876.466875,2876.466875
2020-02-09,603411.5,1528698.0,506174.2,506174.2,2772.1986458333336,2772.1986458333336
2020-02-10,655935.2,1460801.0,542148.97,542148.98,2840.8075000000003,2840.8075000000003
2020-02-11,719998.7,1459985.7,585757.6,585757.58,2950.8784375,2950.8784375
2020-02-12,671242.6,1523239.3,568596.01,568596.02,2826.641875,2826.641875
2020-02-13,744701.4,1475502.1,596175.56,596175.54,2983.1505208333333,2983.1505208333333
2020-02-14,754720.2,1410512.3,600451.52,600451.52,3007.1707291666667,3007.1707291666667
2020-02-15,785521.9,1309839.6,596786.49,596786.46,3053.603125,3053.603125
2020-02-16,765193.0,1401756.5,605094.17,605094.17,3040.7821875000004,3040.7821875000004
2020-02-17,788834.3,1204497.7,611621.55,611621.55,3085.8425,3085.8425
2020-02-18,782677.3,1368404.4,639471.32,639471.3,3076.6744791666665,3076.6744791666665
2020-02-19,818391.3,1318786.4,652769.68,652769.68,3146.8365625,3146.8365625
2020-02-20,766324.2,1404174.5,634160.27,634160.25,3003.8477083333332,3003.8477083333332
2020-02-21,741070.8,1445509.0,627847.92,627847.92,2856.805208333333,2856.805208333333
2020-02-22,809126.8,1362719.6,641070.2,641070.2,2975.7961458333334,2975.7961458333334
2020-02-23,649667.3,1521005.0,570089.5,570089.51,2798.848020833333,2798.848020833333
2020-02-24,730168.4,1410373.0,621820.28,621820.3,2900.8506249999996,2900.8506249999996
2020-02-25,711255.1,1477882.2,606279.15,606279.16,2870.625625,2870.625625
2020-02-26,793487.0,1310913.6,629757.76,629757.77,3030.1151041666667,3030.1151041666667
2020-02-27,667593.5,1447760.7,572172.73,572172.73,2793.5122916666664,2793.5122916666664
2020-02-28,665702.1,1485412.5,567820.13,567820.13,2762.605833333333,2762.605833333333
2020-02-29,657210.1,1618792.5,581754.48,573629.23,2657.9557291666665,2657.9557291666665
2020-03-01,537654.2,1625516.9,457780.14,457780.14,2636.5182291666665,2636.5182291666665
2020-03-02,662481.6,1615095.9,573365.69,573365.69,2703.6871875,2703.6871875
2020-03-03,643149.8,1709751.8,569906.69,569906.7,2683.7176041666667,2683.7176041666667
2020-03-04,691168.7,1501863.1,587202.17,574235.39,2816.2213541666665,2816.2213541666665
2020-03-05,583907.0,1684990.9,519432.17,515939.76,2599.0838541666667,2599.0838541666667
2020-03-06,697950.1,1698102.9,629597.26,608817.81,2614.5047916666667,2614.5047916666667
2020-03-07,683707.3,1635350.0,603328.14,603328.14,2634.5665625,2634.5665625
2020-03-08,570686.2,1760604.4,512621.5,512621.5,2501.8975,2501.8975
2020-03-09,646764.9,1570883.1,517954.29,517954.27,2595.3534375,2595.3534375
2020-03-10,337177.6,1870628.7,328923.52,328923.51,1918.9116666666666,1918.9116666666666
2020-03-11,503419.3,1849376.3,430432.3,430432.3,2295.0484375,2295.0484375
2020-03-12,566133.0,1646727.3,516169.38,516169.38,2481.69125,2481.69125
2020-03-13,739216.5,1539885.4,629386.61,629386.61,2664.9333333333334,2664.9333333333334
2020-03-14,639221.4,1508100.8,561985.19,561985.2,2605.0345833333336,2605.0345833333336
2020-03-15,502353.2,1709642.5,454827.09,454827.1,2292.2876041666664,2292.2876041666664
2020-03-16,692084.5,1422651.9,604308.8,604308.8,2606.5453125,2606.5453125
2020-03-17,831694.5,1412403.8,673195.07,673195.07,2778.0709375,2778.0709375
2020-03-18,875849.0,1348459.5,679240.05,679240.06,2917.1609375000003,2917.1609375000003
2020-03-19,840905.3,1478853.3,708068.95,702829.21,2816.0736458333336,2816.0736458333336
2020-03-20,805041.8,1470920.6,666191.28,661434.91,2774.1408333333334,2774.1408333333334
2020-03-21,658514.5,1590889.2,582772.63,578377.62,2591.1589583333334,2591.1589583333334
2020-03-22,420324.6,1792521.5,388211.11,388211.11,2195.479479166667,2195.479479166667
2020-03-23,532108.3,1450860.4,499721.6,497251.6,2462.6316666666667,2462.6316666666667
2020-03-24,409600.2,1704165.9,401928.96,401928.97000000003,2012.0723958333335,2012.0723958333335
2020-03-25,320381.9,1542254.3,310181.26,310181.26,1952.2440625,1952.2440625
2020-03-26,499022.4,1570262.1,456500.3,456500.3,2271.1573958333333,2271.1573958333333
2020-03-27,399473.7,1555428.6,353189.63,353189.63,2029.2884375,2029.2884375
2020-03-28,484561.7,1434494.2,431726.6,431726.6,2204.5094791666666,2204.5094791666666
2020-03-29,450907.8,1419448.3,402720.99,402720.98,2210.351458333333,2210.351458333333
2020-03-30,473603.8,1357624.3,444077.41,444077.41,2151.6676041666665,2151.6676041666665
2020-03-31,479825.1,1349420.3,444126.34,444126.34,2121.1534375,2121.1534375
2020-04-01,574285.4,1256105.6,494194.6,494194.6,2307.0420833333333,2307.0420833333333
2020-04-02,600480.6,1169914.9,536966.63,536966.63,2499.0664583333332,2499.0664583333332
2020-04-03,577999.5,1159398.2,542482.61,542482.61,2568.6827083333333,2568.6827083333333
2020-04-04,601762.7,1161305.5,571028.47,571028.46,2621.3001041666666,2621.3001041666666
2020-04-05,470117.8,1156667.0,445595.75,445595.76,2379.938020833333,2379.938020833333
2020-04-06,475923.4,1198804.7,461809.16,461809.16,2428.666979166667,2428.666979166667
2020-04-07,440154.1,1126535.6,428203.6,428203.6,2276.0628125,2276.0628125
2020-04-08,477509.0,1131193.3,454408.61,454408.62,2457.3035416666667,2457.3035416666667
2020-04-09,433672.8,1110212.1,418962.08999999997,418962.08999999997,2362.0014583333336,2362.0014583333336
2020-04-10,383424.4,1211027.3,369860.3,369860.3,2114.0133333333333,2114.0133333333333
2020-04-11,421874.39999999997,1090076.2,397684.83,397684.84,2346.147395833333,2346.147395833333
2020-04-12,509137.1,1037424.6,468575.36,468575.37,2604.8813541666664,2604.8813541666664
2020-04-13,607965.2,1119107.2,549476.3,549476.3,2674.2620833333335,2674.2620833333335
2020-04-14,503288.2,1204520.2,482327.96,482327.96,2501.5026041666665,2501.5026041666665
2020-04-15,538017.8,1163338.0,503109.07,503109.06,2516.2436458333336,2516.2436458333336
2020-04-16,523663.4,1122206.4,491989.97000000003,491989.97000000003,2528.1491666666666,2528.1491666666666
2020-04-17,477418.1,1258328.7,454437.57,454437.57,2394.0379166666667,2394.0379166666667
2020-04-18,563784.1,1265410.5,526442.37,526442.37,2490.116354166667,2490.116354166667
2020-04-19,550736.1,1345664.5,527505.09,527505.11,2440.8129166666668,2440.8129166666668
2020-04-20,570070.3,1357464.3,560054.07,560054.07,2386.8051041666668,2386.8051041666668
2020-04-21,550427.3,1447440.9,534916.69,534916.69,2339.0386458333332,2339.0386458333332
2020-04-22,469191.2,1316581.8,457169.83,457169.82,2252.0615625,2252.0615625
2020-04-23,494593.8,1297587.6,459447.86,459447.85,2366.6957291666668,2366.6957291666668
2020-04-24,555569.2,1272345.3,509002.31,509002.31,2498.1984374999997,2498.1984374999997
2020-04-25,598852.7,1266626.9,551545.64,551545.62,2587.7717708333334,2587.7717708333334
2020-04-26,535873.3,1389038.4,520026.59,520026.58,2335.145520833333,2335.145520833333
2020-04-27,455573.3,1375015.0,444750.01,444750.0,2189.7608333333333,2189.7608333333333
2020-04-28,521488.6,1399531.9,500129.93,500129.93,2248.2940625,2248.2940625
2020-04-29,527604.7,1395035.7,501141.78,501141.78,2233.48875,2233.48875
2020-04-30,656376.1,1373054.9,604913.08,604913.07,2510.2419791666666,2510.2419791666666
2020-05-01,629853.1,1449297.4,596431.09,596431.09,2363.747083333333,2363.747083333333
2020-05-02,692087.5,1373320.0,634219.47,634219.47,2542.288020833333,2542.288020833333
2020-05-03,706477.1,1477574.2,656718.22,656718.23,2501.6593749999997,2501.6593749999997
2020-05-04,703874.1,1509063.7,667294.97,667294.99,2453.3841666666667,2453.3841666666667
2020-05-05,671052.9,1572884.1,648185.51,648185.52,2328.8589583333332,2328.8589583333332
2020-05-06,845771.0,1308511.7,683132.95,683132.97,2615.6683333333335,2615.6683333333335
2020-05-07,818703.0,1361791.3,760660.07,760660.08,2629.1853125000002,2629.1853125000002
2020-05-08,852518.7,1436364.9,804928.23,804928.22,2613.1610416666667,2613.1610416666667
2020-05-09,850913.4,1346621.2,785321.62,785321.62,2658.5064583333333,2658.5064583333333
2020-05-10,877762.1,1261586.1,794196.86,794196.85,2698.174375,2698.174375
2020-05-11,809585.8,1210160.2,711582.11,711582.1,2621.5568749999998,2621.5568749999998
2020-05-12,804325.8,1342812.7,745543.41,745543.42,2585.149479166667,2585.149479166667
2020-05-13,896307.9,1294699.7,805253.28,805253.28,2688.658125,2688.658125
2020-05-14,957620.9,1307595.4,833534.7,833534.65,2725.470625,2725.470625
2020-05-15,844867.5,1247846.1,763269.44,763269.45,2650.498229166667,2650.498229166667
2020-05-16,808832.9,1216837.5,736520.21,736520.22,2576.305625,2576.305625
2020-05-17,713961.7,1301139.2,646338.17,646338.17,2470.625104166667,2470.625104166667
2020-05-18,751374.8,1235632.0,670058.75,670058.74,2585.6966666666667,2585.6966666666667
2020-05-19,777388.8,1439840.1,706756.43,706756.42,2578.9901041666667,2578.9901041666667
2020-05-20,785597.1,1278274.9,705669.84,705669.84,2592.991145833333,2592.991145833333
2020-05-21,725960.7,1196818.0,635336.55,635336.55,2681.3789583333332,2681.3789583333332
2020-05-22,666741.9,1237566.4,622633.65,622633.65,2513.765520833333,2513.765520833333
2020-05-23,800507.6,1471183.6,743246.07,743246.07,2575.467916666667,2575.467916666667
2020-05-24,788686.9,1418904.9,725122.79,725122.81,2540.8172916666667,2540.8172916666667
2020-05-25,924091.6,1368229.3,842712.69,842712.69,2669.702291666667,2669.702291666667
2020-05-26,1003810.9,1330102.5,883161.93,879174.28,2759.380416666667,2759.380416666667
2020-05-27,993611.5,1405929.2,900478.9400000001,881490.63,2785.8717708333334,2785.8717708333334
2020-05-28,781851.2,1509622.6,723490.8,723490.82,2519.8233333333333,2519.8233333333333
2020-05-29,600865.1,1564043.0,561642.85,561642.84,2242.21375,2242.21375
2020-05-30,682113.6,1369217.3,620099.64,619789.24,2446.9125,2446.9125
2020-05-31,779169.5,1475294.1,704667.21,704667.23,2443.062604166667,2443.062604166667
2020-06-01,753529.4,1224802.5,652678.52,652678.53,2676.103333333333,2676.103333333333
2020-06-02,498960.3,1295777.1,477142.95,477142.94,2204.0046875000003,2204.0046875000003
2020-06-03,353303.6,1351574.4,345110.23,345110.23,1652.7707291666666,1652.7707291666666
2020-06-04,464154.5,1391444.4,407651.3,407651.3,1913.2364583333335,1913.2364583333335
2020-06-05,532923.7,1415507.5,465787.69,465787.69,2204.7252083333333,2204.7252083333333
2020-06-06,507415.3,1441658.0,478679.27,478679.27,2058.3908333333334,2058.3908333333334
2020-06-07,531220.7,1362805.9,493877.02,493877.02,2123.4195833333333,2123.4195833333333
2020-06-08,590749.3,1336334.0,534504.23,534504.23,2240.6197916666665,2240.6197916666665
2020-06-09,685379.6,1276553.9,600962.07,600962.07,2440.3711458333332,2440.3711458333332
2020-06-10,746523.1,1167584.1,650273.46,650273.46,2591.7989583333333,2591.7989583333333
2020-06-11,664649.0,1142414.6,606218.52,606218.53,2527.9915625,2527.9915625
2020-06-12,547338.6,1384040.8,514654.38,514654.33,2363.7084375,2363.7084375
2020-06-13,640422.7,1466490.3,572458.33,572458.31,2432.5129166666666,2432.5129166666666
2020-06-14,575041.5,1468267.7,522537.19,522537.17,2256.3786458333334,2256.3786458333334
2020-06-15,541376.9,1259012.3,504630.25,504630.26,2242.0672916666667,2242.0672916666667
2020-06-16,602817.8,1388447.5,522980.95,522980.94,2332.2161458333335,2332.2161458333335
2020-06-17,592241.8,1586681.2,532457.02,532457.04,2293.0045833333334,2293.0045833333334
2020-06-18,577847.3,1389444.3,530974.03,530974.06,2333.9963541666666,2333.9963541666666
2020-06-19,546300.1,1432017.0,514763.1,514763.1,2230.9105208333335,2230.9105208333335
2020-06-20,609489.4,1426941.3,569636.95,569636.94,2318.596666666667,2318.596666666667
2020-06-21,516016.7,1509040.4,494362.37,494362.36,1815.5645833333335,1815.5645833333335
2020-06-22,636335.9,1431636.9,559728.71,559728.71,2309.5681250000002,2309.5681250000002
2020-06-23,736909.2,1340898.5,603168.17,603168.15,2569.5126041666667,2569.5126041666667
2020-06-24,648183.4,1286921.7,594967.86,594967.86,2461.6232291666665,2461.6232291666665
2020-06-25,731075.0,1220926.8,653334.61,653334.63,2617.2357291666667,2617.2357291666667
2020-06-26,827927.2,1188275.1,682300.98,682300.98,2741.570208333333,2741.570208333333
2020-06-27,671261.7,1366590.2,599661.97,599661.97,2544.4926041666668,2544.4926041666668
2020-06-28,796046.5,1531077.4,694084.71,694084.71,2552.7955208333333,2552.7955208333333
2020-06-29,729629.8,1318366.8,638673.93,638673.93,2629.7198958333333,2629.7198958333333
2020-06-30,792044.5,1255457.5,679095.37,679095.36,2731.4740625,2731.4740625
2020-07-01,687736.3,1300209.0,617247.62,617247.61,2400.3063541666666,2400.3063541666666
2020-07-02,656079.3,1201625.3,565972.88,565972.87,2491.8871875,2491.8871875
2020-07-03,780276.0,1204579.7,637336.63,637336.63,2671.4188541666667,2671.4188541666667
2020-07-04,847159.3,1128900.6,673334.39,673334.38,2899.9481250000003,2899.9481250000003
2020-07-05,588697.6,1233918.1,536305.89,536305.9,2210.281875,2210.281875
2020-07-06,574470.9,1351544.4,530080.14,530080.14,2114.9410416666665,2114.9410416666665
2020-07-07,549345.9,1408442.4,505892.88,505892.88,1980.0489583333335,1980.0489583333335
2020-07-08,648656.6,1217773.6,506151.52,506151.52,2325.4436458333334,2325.4436458333334
2020-07-09,664961.5,1264195.7,548734.9,548734.9,2448.1096875,2448.1096875
2020-07-10,725949.9,1277302.3,592089.53,592089.55,2543.1344791666666,2543.1344791666666
2020-07-11,615386.3,1279371.5,528336.08,528336.1,2442.8633333333332,2442.8633333333332
2020-07-12,491197.0,1414512.0,456201.16,456201.16,1908.5385416666668,1908.5385416666668
2020-07-13,644604.0,1291794.7,539675.84,539675.85,2322.4865624999998,2322.4865624999998
2020-07-14,693753.7,1250774.0,598189.61,598189.6,2596.8297916666666,2596.8297916666666
2020-07-15,694417.4,1112206.2,631559.28,631559.27,2587.3420833333334,2587.3420833333334
2020-07-16,770184.0,1152934.5,623880.45,623880.45,2721.1242708333334,2721.1242708333334
2020-07-17,614837.5,1126788.5,542703.67,542703.67,2607.5996875,2607.5996875
2020-07-18,749176.2,1072316.5,616288.14,616288.15,2879.390729166667,2879.390729166667
2020-07-19,579945.5,1292939.0,525536.05,525536.04,2314.9678125,2314.9678125
2020-07-20,605302.0,1271706.5,541213.78,541213.78,2408.6784375,2408.6784375
2020-07-21,582082.5,1359812.3,514892.24,514892.25,2280.4633333333336,2280.4633333333336
2020-07-22,635489.9,1351965.2,552141.52,552141.52,2440.0655208333333,2440.0655208333333
2020-07-23,752267.3,1326134.9,637615.97,637615.98,2628.984479166667,2628.984479166667
2020-07-24,791831.1,1247073.6,668271.04,668271.04,2733.3313541666666,2733.3313541666666
